0,235,542,174,618,375
0,236,540,173,617,375
0,237,530,176,615,376
0,238,528,191,611,376
0,239,517,202,612,375
0,240,517,202,612,375
0,241,517,202,612,375
0,242,517,202,612,375
0,243,517,202,612,375
0,244,517,202,612,375
0,245,517,202,612,375
0,246,517,202,612,375
0,247,517,201,612,375
0,248,517,201,612,375
0,249,517,201,612,375
0,250,517,201,612,375
0,251,517,201,612,375
0,252,517,201,612,375
0,253,517,200,612,375
0,254,516,199,612,375
0,255,514,197,612,375
0,256,512,194,612,375
0,257,510,192,612,375
0,258,508,189,612,375
0,259,507,186,612,375
0,260,506,184,612,375
0,261,505,181,612,375
0,262,504,179,612,374
0,263,502,178,612,374
0,264,500,177,611,374
0,265,498,176,610,374
0,266,495,176,608,374
0,267,492,176,604,374
0,268,489,176,601,374
0,269,487,176,596,374
0,270,485,176,592,374
0,271,483,175,586,374
0,272,481,172,581,374
0,273,479,170,575,374
0,274,477,169,569,374
0,275,475,169,569,374
0,276,474,169,568,374
0,277,473,169,568,374
0,278,471,170,568,374
0,279,470,172,567,374
0,280,469,173,567,374
0,281,468,176,567,374
0,282,467,177,566,374
0,283,466,177,566,374
0,284,464,177,565,374
0,285,463,177,564,374
0,286,462,177,563,374
0,287,460,176,561,374
0,288,459,176,559,374
0,289,457,176,558,374
0,290,455,176,561,374
0,291,454,176,563,375
0,292,452,176,563,375
0,293,449,177,564,375
0,294,447,177,563,376
0,295,445,177,562,376
0,296,442,177,559,376
0,297,439,178,555,376
0,298,436,178,551,376
0,299,432,179,546,376
0,300,429,179,540,376
0,301,425,180,534,376
0,302,421,180,527,376
0,303,417,180,520,376
0,304,413,181,512,376
0,305,408,181,505,376
0,306,404,181,500,376
0,307,398,181,496,376
0,308,390,181,493,376
0,309,383,181,488,376
0,310,375,181,484,376
0,311,367,181,479,376
0,312,360,181,475,376
0,313,354,181,475,376
0,314,348,181,475,376
0,315,342,181,474,376
0,316,337,181,473,376
0,317,330,182,472,375
0,318,323,182,471,375
0,319,317,183,468,375
0,320,312,184,466,375
