0,77,805,146,888,367
0,78,803,147,895,365
0,79,795,146,903,363
0,80,779,143,911,363
0,81,761,140,918,362
0,82,748,138,923,360
0,83,736,135,926,358
0,84,725,134,927,357
0,85,716,134,926,357
0,86,709,134,923,356
0,87,706,135,919,357
0,88,702,136,916,358
0,89,698,138,914,360
0,90,694,140,912,360
0,91,694,142,905,360
0,92,697,145,893,360
0,93,704,147,872,362
0,94,719,148,853,365
0,95,738,150,834,366
0,96,754,151,827,367
0,97,751,151,825,368
0,98,745,151,823,369
0,99,742,151,822,369
0,100,743,150,820,368
0,101,745,150,819,367
0,102,748,150,819,366
0,103,748,150,819,366
0,104,748,150,819,366
0,105,747,149,820,366
0,106,746,148,822,366
0,107,747,147,824,368
0,108,751,147,825,368
0,109,758,147,827,370
0,110,759,147,829,367
0,111,757,147,833,365
0,112,755,146,836,365
0,113,753,144,847,362
0,114,751,142,868,360
0,115,747,139,882,360
0,116,743,137,897,358
0,117,738,135,911,356
0,118,734,134,923,356
0,119,731,134,930,356
0,120,731,134,934,356
0,121,733,135,938,356
0,122,736,136,942,356
0,123,741,138,946,357
0,124,747,140,948,358
0,125,754,142,949,359
0,126,760,144,946,360
0,127,777,146,932,363
0,128,793,148,919,365
0,129,804,150,907,367
0,130,810,151,898,368
0,131,810,152,892,369
0,132,811,152,898,370
0,133,811,152,901,369
0,134,813,152,903,368
0,135,814,152,909,368
0,136,814,152,910,368
0,137,812,151,910,368
0,138,811,150,913,367
0,139,810,149,913,368
0,140,809,147,912,369
0,141,809,145,911,370
0,142,809,145,909,369
0,143,809,145,906,369
0,144,809,145,905,366
0,145,805,144,906,364
0,146,792,142,912,362
0,147,780,140,919,361
0,148,765,138,925,360
0,149,751,136,929,360
0,150,741,136,933,360
0,151,735,137,937,360
0,152,729,137,938,361
0,153,726,137,936,361
0,154,724,137,933,362
0,155,718,137,929,362
0,156,712,137,926,361
0,157,710,138,920,361
0,158,712,140,912,361
0,159,716,142,899,363
0,160,723,145,883,365
0,161,736,147,863,368
0,162,754,148,846,367
0,163,768,149,838,368
0,164,762,149,836,369
0,165,760,149,834,369
0,166,758,149,832,369
0,167,755,149,829,369
0,168,757,150,827,368
0,169,758,151,825,367
0,170,757,151,823,367
0,171,758,150,822,367
0,172,758,149,822,367
0,173,754,149,822,368
0,174,756,149,823,369
0,175,761,149,826,370
0,176,758,150,829,367
0,177,757,150,832,365
0,178,752,149,836,364
0,179,746,148,848,364
0,180,739,145,870,360
0,181,733,142,887,360
0,182,727,139,902,359
0,183,723,137,913,358
0,184,719,136,920,357
0,185,717,136,925,357
0,186,717,136,928,358
0,187,719,137,931,359
0,188,723,139,934,359
0,189,726,140,937,359
0,190,730,141,940,359
0,191,738,142,944,359
0,192,750,144,945,360
0,193,764,146,943,360
0,194,784,148,937,361
0,195,801,148,927,361
0,196,806,149,913,364
0,197,808,149,899,367
0,198,809,149,887,368
0,199,809,148,884,369
0,200,808,146,891,367
0,201,805,145,888,365
0,202,797,144,879,366
0,203,786,143,872,362
0,204,780,143,871,361
0,205,779,143,867,361
1,260,796,146,857,306
1,261,795,147,861,304
1,262,788,146,868,303
1,263,778,144,872,303
1,264,765,142,877,302
1,265,756,140,882,301
1,266,747,138,884,299
1,267,739,137,885,299
1,268,733,137,884,299
1,269,727,137,882,299
1,270,725,138,879,299
1,271,723,139,877,300
1,272,720,140,872,301
1,273,717,141,874,301
1,274,717,143,868,301
1,275,719,145,860,301
1,276,724,146,846,302
1,277,735,147,832,304
1,278,748,148,818,305
1,279,760,149,813,305
1,280,758,149,812,306
1,281,754,149,811,306
1,282,752,149,810,306
1,283,752,149,808,306
1,284,754,149,808,305
1,285,756,149,807,305
1,286,756,149,807,305
1,287,755,148,807,304
1,288,755,148,808,304
1,289,755,147,809,305
1,290,755,147,811,306
1,291,758,146,812,306
1,292,763,147,813,307
1,293,764,147,815,305
1,294,762,147,817,304
1,295,761,146,819,304
1,296,759,145,828,302
1,297,758,143,843,301
1,298,755,141,853,301
1,299,752,139,861,300
1,300,748,138,875,299
1,301,745,137,883,299
1,302,743,137,888,299
1,303,743,137,891,298
1,304,744,138,894,298
1,305,747,139,896,298
1,306,751,140,899,299
1,307,755,141,901,299
1,308,760,143,901,300
1,309,765,145,898,301
1,310,776,146,889,303
1,311,789,147,879,304
1,312,796,149,870,306
1,313,800,149,863,306
1,314,801,150,860,307
1,315,801,150,864,307
1,316,801,150,866,306
1,317,802,150,868,306
1,318,803,150,872,306
1,319,803,150,873,305
1,320,802,149,872,305
1,321,801,149,874,305
1,322,800,148,874,306
1,323,800,146,874,306
1,324,800,145,873,307
1,325,800,145,872,306
1,326,800,145,868,306
1,327,800,145,867,305
1,328,797,144,869,303
1,329,788,143,874,302
1,330,779,141,879,302
1,331,768,140,884,301
1,332,758,139,887,301
1,333,751,139,890,301
1,334,746,139,892,301
1,335,742,139,893,301
1,336,740,139,892,301
1,337,738,139,889,302
1,338,734,139,887,302
1,339,730,140,885,301
1,340,728,140,881,301
1,341,730,141,875,301
1,342,733,143,864,303
1,343,738,145,854,304
1,344,747,147,840,306
1,345,760,148,827,306
1,346,770,148,821,306
1,347,766,148,819,306
1,348,765,148,818,307
1,349,763,148,816,307
1,350,761,148,815,306
1,351,762,149,813,306
1,352,763,149,812,305
1,353,762,149,811,305
1,354,762,149,810,305
1,355,763,148,809,305
1,356,760,148,809,306
1,357,761,148,810,306
1,358,765,148,812,307
1,359,763,149,815,305
1,360,762,149,817,303
1,361,758,148,819,303
1,362,754,147,828,303
1,363,749,145,844,301
1,364,744,143,857,301
1,365,740,141,865,300
1,366,737,139,873,299
1,367,735,138,880,299
1,368,733,138,883,299
1,369,733,139,885,300
1,370,735,140,887,300
1,371,737,140,889,301
1,372,739,141,892,301
1,373,742,142,895,301
1,374,748,143,897,301
1,375,757,145,898,301
1,376,767,146,897,301
1,377,782,147,892,301
1,378,794,148,884,302
1,379,798,148,874,303
1,380,799,148,864,305
1,381,800,148,855,306
1,382,800,147,856,306
1,383,801,147,864,305
1,384,802,148,868,304
1,385,803,149,869,304
1,386,802,149,869,305
1,387,799,147,862,306
1,388,786,143,847,304
1,389,777,140,844,301
1,390,778,140,842,300
2,0,761,145,809,251
2,1,760,145,813,251
2,2,759,144,816,251
2,3,756,144,818,251
2,4,752,144,819,251
2,5,748,144,820,251
2,6,745,144,821,251
2,7,739,144,822,251
2,8,731,145,823,250
2,9,724,146,823,250
2,10,720,147,823,250
2,11,718,147,823,251
2,12,718,146,822,251
2,13,721,146,821,250
2,14,725,145,820,250
2,15,731,145,817,250
2,16,735,144,813,250
2,17,737,144,810,250
2,18,739,143,807,250
2,19,743,143,804,250
2,20,747,143,801,250
2,21,747,143,797,250
2,22,747,144,793,250
2,23,747,145,791,250
2,24,747,145,790,250
2,25,747,146,794,250
2,26,746,146,796,251
2,27,745,145,798,251
